Katagori,mel_1,mel_2,mel_3,mel_4,mel_5,mel_6,mel_7,mel_8,mel_9,mel_10,mel_11,mel_12,mel_13,Katagori_Index
Unknown, -10,1,5,-12,-21,-21,-6,-4,-7,-11,-27,-7,-10, 0
